OpenML ID,N(feature),N(sample),All boolean?,Half Boolean?,ChEMBL ID,File name
27410,1136,11,False,False,2472,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2472
27411,1245,104,False,False,1940,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1940
27412,1312,267,False,False,5393,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5393
27413,2,15,False,False,2732,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2732
27414,2,40,False,False,2029196,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2029196
27415,43,2759,False,False,238,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL238
27416,1024,214,True,True,4774,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4774
27417,43,144,False,False,3166,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3166
27418,2,55,False,False,2446,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2446
27419,1024,110,True,True,5364,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5364
27420,1024,28,True,True,2111436,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2111436
27421,102,570,True,True,2094112,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2094112
27422,1024,39,True,True,2111435,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2111435
27423,1024,65,True,True,3344,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3344
27424,66,111,False,False,4796,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4796
27425,1024,89,True,True,3251,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3251
27426,1319,124,False,False,2319,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2319
27427,1024,727,True,True,2758,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2758
27428,1024,99,True,True,4766,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4766
27429,64,134,False,False,3683,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3683
27430,368,35,False,False,5530,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5530
27431,498,17,False,False,1949492,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1949492
27432,51,91,True,True,1628481,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1628481
27433,1024,86,True,True,5554,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5554
27434,43,30,False,False,1972,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1972
27435,1189,91,False,False,1923,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1923
27436,51,191,True,True,2094266,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2094266
27437,1189,13,False,False,1250378,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1250378
27438,43,30,False,False,2602,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2602
27439,572,17,False,False,2933,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2933
27440,1024,38,True,True,6095,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6095
27441,1157,36,False,False,2372,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2372
27442,2,74,False,False,5679,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5679
27443,43,188,False,False,1795101,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795101
27444,13,395,False,False,4147,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4147
27445,22,664,False,False,1075167,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075167
27446,256,192,True,True,4617,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4617
27447,2,127,False,False,4145,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4145
27448,1024,1584,True,True,245,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL245
27449,4,28,False,False,1075044,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075044
27450,51,22,True,True,2040705,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2040705
27451,957,11,False,False,4424,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4424
27452,1172,11,False,False,4955,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4955
27453,130,79,False,False,5082,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5082
27454,1024,22,True,True,3507,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3507
27455,60,68,False,False,3457,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3457
27456,4,536,False,False,4649,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4649
27457,1211,33,False,False,2283,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2283
27458,221,53,False,False,2189162,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2189162
27459,1024,373,True,True,2095189,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2095189
27460,520,80,False,False,4524,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4524
27461,26,958,False,False,3778,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3778
27462,43,190,False,False,3025,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3025
27463,1024,380,True,True,2326,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2326
27464,51,19,True,True,2111461,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2111461
27465,2,28,False,False,6016,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6016
27466,1105,47,False,False,3878,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3878
27467,1280,38,False,False,3784,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3784
27468,51,25,True,True,2205,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2205
27469,6,83,False,False,4761,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4761
27470,64,136,False,False,5378,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5378
27471,43,23,False,False,3287,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3287
27472,1293,269,False,False,3816,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3816
27473,43,73,False,False,1649059,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1649059
27474,55,17,False,False,5824,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5824
27475,1032,14,False,False,1075252,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075252
27476,1024,709,True,True,5518,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5518
27477,51,27,True,True,2263,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2263
27478,666,17,True,True,1075071,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075071
27479,1024,38,True,True,1293191,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293191
27480,1024,450,True,True,2097170,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2097170
27481,6,246,False,False,2903,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2903
27482,19,794,False,False,2049,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2049
27483,1142,101,False,False,3933,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3933
27484,51,540,True,True,3508,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3508
27485,51,31,True,True,3528,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3528
27486,2,22,False,False,6117,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6117
27487,43,499,False,False,1293239,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293239
27488,51,52,True,True,2517,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2517
27489,1298,78,False,False,4948,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4948
27490,43,229,False,False,3198,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3198
27491,1056,36,False,False,2034803,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2034803
27492,51,88,True,True,5832,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5832
27493,1024,24,True,True,3183,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3183
27494,1137,31,False,False,3255,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3255
27495,51,36,True,True,4108,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4108
27496,1024,819,True,True,5818,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5818
27497,43,28,False,False,2799,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2799
27498,51,29,True,True,212,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL212
27499,102,526,True,True,4599,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4599
27500,1024,139,True,True,2095191,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2095191
27501,1388,886,False,False,4708,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4708
27502,154,2145,True,True,1957,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1957
27503,43,2314,False,False,4005,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4005
27504,1024,2408,True,True,3371,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3371
27505,15,399,False,False,5903,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5903
27506,1024,41,True,True,5951,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5951
27507,102,310,True,True,4478,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4478
27508,69,307,False,False,3864,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3864
27509,1090,20,False,False,4747,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4747
27510,1222,16,False,False,5094,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5094
27511,43,12,False,False,4316,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4316
27512,9,348,False,False,1293293,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293293
27513,413,11,False,False,2079851,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2079851
27514,1148,27,False,False,3518,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3518
27515,43,14,False,False,4199,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4199
27516,1017,14,False,False,5962,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5962
27517,69,843,False,False,2939,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2939
27518,6,31,False,False,2601,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2601
27519,2,81,False,False,4849,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4849
27520,67,443,False,False,1825,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1825
27521,51,319,True,True,5409,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5409
27522,6,40,False,False,3505,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3505
27523,43,40,False,False,3034,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3034
27524,1051,32,False,False,1795148,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795148
27525,43,40,False,False,1293292,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293292
27526,51,79,True,True,6167,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6167
27527,410,27,True,True,3686,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3686
27528,358,25,True,True,5610,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5610
27529,43,29,False,False,3626,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3626
27530,1024,376,True,True,1781,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1781
27531,102,53,True,True,4062,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4062
27532,768,11,False,False,1641360,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1641360
27533,1024,13,True,True,2304421,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2304421
27534,51,57,True,True,4931,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4931
27535,722,19,False,False,3862,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3862
27536,1024,137,True,True,3176,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3176
27537,43,15,False,False,4513,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4513
27538,51,68,True,True,2998,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2998
27539,4,51,False,False,3534,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3534
27540,51,692,True,True,4439,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4439
27541,51,86,True,True,5554,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5554
27542,6,133,False,False,1870,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1870
27543,1024,12,True,True,1628472,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1628472
27544,69,1044,False,False,6166,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6166
27545,1024,258,True,True,2095173,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2095173
27546,154,1171,True,True,3759,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3759
27547,2,39,False,False,2988,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2988
27548,205,948,True,True,2094250,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2094250
27549,43,422,False,False,4321,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4321
27550,43,365,False,False,3223,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3223
27551,738,47,False,False,2150838,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2150838
27552,43,21,False,False,4290,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4290
27553,51,467,True,True,5573,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5573
27554,43,826,False,False,1741179,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1741179
27555,1024,1891,True,True,2147,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2147
27556,1024,199,True,True,2016,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2016
27557,458,30,False,False,5558,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5558
27558,64,208,False,False,3377,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3377
27559,1024,1829,True,True,268,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL268
27560,43,60,False,False,5062,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5062
27561,51,35,True,True,5530,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5530
27562,1024,39,True,True,2325,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2325
27563,1255,19,False,False,1075315,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075315
27564,1181,103,False,False,4135,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4135
27565,205,96,True,True,4769,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4769
27566,205,26,True,True,5747,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5747
27567,1196,58,False,False,3783,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3783
27568,1024,31,True,True,3873,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3873
27569,1231,126,False,False,1904,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1904
27570,51,11,True,True,5133,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5133
27571,69,1926,False,False,274,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL274
27572,68,630,False,False,5567,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5567
27573,65,182,False,False,4802,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4802
27574,51,72,True,True,1908386,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1908386
27575,51,33,True,True,4259,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4259
27576,1135,24,False,False,6108,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6108
27577,43,1044,False,False,6166,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6166
27578,54,19,False,False,2278,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2278
27579,43,189,False,False,4329,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4329
27580,1116,24,False,False,3545,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3545
27581,2,17,False,False,4378,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4378
27582,154,15,True,True,5825,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5825
27583,43,149,False,False,4781,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4781
27584,43,127,False,False,4105,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4105
27585,1024,41,True,True,5166,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5166
27586,66,669,False,False,3710,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3710
27587,1160,40,False,False,2052039,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2052039
27588,1311,99,False,False,5754,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5754
27589,102,15,True,True,3730,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3730
27590,102,664,True,True,2094122,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2094122
27591,1024,245,True,True,2094118,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2094118
27592,1304,237,False,False,3338,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3338
27593,51,86,True,True,5810,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5810
27594,51,116,True,True,3656,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3656
27595,1024,79,True,True,5358,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5358
27596,51,170,True,True,3623,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3623
27597,43,33,False,False,1826,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1826
27598,1024,636,True,True,2337,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2337
27599,43,14,False,False,2985,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2985
27600,43,25,False,False,3962,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3962
27601,434,21,False,False,4690,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4690
27602,1024,1312,True,True,2292,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2292
27603,1396,1842,False,False,2276,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2276
27604,43,43,False,False,2421,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2421
27605,1304,75,False,False,5836,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5836
27606,59,99,False,False,2490,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2490
27607,43,78,False,False,4948,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4948
27608,1214,18,False,False,2522,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2522
27609,66,192,False,False,3863,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3863
27610,1024,62,True,True,2246,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2246
27611,63,91,False,False,1628481,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1628481
27612,1024,197,True,True,5980,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5980
27613,154,534,True,True,4625,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4625
27614,316,19,False,False,2216739,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2216739
27615,67,183,False,False,3969,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3969
27616,1206,80,False,False,4556,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4556
27617,51,26,True,True,2095203,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2095203
27618,43,64,False,False,1795186,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795186
27619,2,60,False,False,3348,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3348
27620,43,76,False,False,4577,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4577
27621,1296,72,False,False,1908384,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1908384
27622,69,754,False,False,1741180,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1741180
27623,43,22,False,False,2951,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2951
27624,1302,80,False,False,5404,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5404
27625,1125,14,False,False,5105,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5105
27626,51,80,True,True,5275,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5275
27627,2,77,False,False,5351,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5351
27628,512,12,True,True,1795125,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795125
27629,43,45,False,False,4420,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4420
27630,205,33,True,True,1826,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1826
27631,67,137,False,False,2073,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2073
27632,1024,700,True,True,3402,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3402
27633,43,33,False,False,4664,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4664
27634,1166,33,False,False,6109,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6109
27635,51,336,True,True,2095150,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2095150
27636,1024,12,True,True,1954,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1954
27637,1167,18,False,False,5653,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5653
27638,1024,62,True,True,2111421,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2111421
27639,43,12,False,False,4184,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4184
27640,63,132,False,False,1803,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1803
27641,43,28,False,False,3225,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3225
27642,2,47,False,False,3720,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3720
27643,1089,15,False,False,1958,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1958
27644,102,1524,True,True,231,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL231
27645,43,248,False,False,4317,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4317
27646,1024,5188,True,True,244,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL244
27647,1024,15,True,True,612409,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL612409
27648,1024,40,True,True,5931,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5931
27649,214,17,False,False,1075071,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075071
27650,51,88,True,True,1907592,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1907592
27651,43,23,False,False,3216,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3216
27652,1024,794,True,True,2049,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2049
27653,1093,10,False,False,5291,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5291
27654,205,40,True,True,2097168,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2097168
27655,1317,131,False,False,3521,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3521
27656,141,881,False,False,3471,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3471
27657,205,67,True,True,4818,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4818
27658,43,110,False,False,2536,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2536
27659,15,955,False,False,2938,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2938
27660,1080,17,False,False,1926497,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1926497
27661,1142,19,False,False,2922,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2922
27662,1353,434,False,False,3807,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3807
27663,6,36,False,False,3818,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3818
27664,461,18,True,True,5287,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5287
27665,256,15,True,True,4511,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4511
27666,1379,1926,False,False,274,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL274
27667,2,10,False,False,1075321,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075321
27668,102,52,True,True,5850,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5850
27669,205,26,True,True,2111450,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2111450
27670,43,22,False,False,2497,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2497
27671,69,756,False,False,2742,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2742
27672,43,205,False,False,3544,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3544
27673,4,73,False,False,1795165,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795165
27674,64,226,False,False,2617,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2617
27675,17,176,False,False,1987,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1987
27676,1024,41,True,True,3499,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3499
27677,102,28,True,True,4167,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4167
27678,22,1597,False,False,1981,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1981
27679,138,877,False,False,1867,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1867
27680,1024,17,True,True,3703,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3703
27681,43,101,False,False,3467,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3467
27682,43,21,False,False,5933,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5933
27683,24,1521,False,False,2973,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2973
27684,1024,714,True,True,5113,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5113
27685,1296,73,False,False,5638,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5638
27686,1154,23,False,False,3491,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3491
27687,57,68,False,False,2304401,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2304401
27688,17,179,False,False,4408,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4408
27689,64,66,False,False,5769,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5769
27690,2,10,False,False,1075244,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075244
27691,51,73,True,True,1075155,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075155
27692,4,15,False,False,6094,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6094
27693,43,574,False,False,3157,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3157
27694,68,471,False,False,5455,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5455
27695,59,121,False,False,1163116,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1163116
27696,1024,127,True,True,4105,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4105
27697,307,31,True,True,2997,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2997
27698,1269,177,False,False,4234,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4234
27699,1321,842,False,False,1945,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1945
27700,43,3617,False,False,333,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL333
27701,60,85,False,False,5445,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5445
